city,state_name,lat,lng
Dolan Springs,Arizona,35.5905,-114.2852
Red Mesa,Arizona,36.9664,-109.3828
Winslow West,Arizona,34.9923,-110.7069
Paradise Valley,Arizona,33.5435,-111.9595
Payson,Arizona,34.2432,-111.3195
Mojave Ranch Estates,Arizona,34.9449,-114.5907
Nicksville,Arizona,31.4384,-110.2490
Page,Arizona,36.9425,-111.5071
Christopher Creek,Arizona,34.3206,-111.0071
Ash Fork,Arizona,35.2172,-112.4913
Midland City,Arizona,33.4120,-110.8243
Clifton,Arizona,33.0249,-109.2883
Cactus Flat,Arizona,32.7642,-109.7205
Stansbury park,Utah,40.6356,-112.3054
South Ogden,Utah,41.1715,-111.9568
Hildale,Utah,37.0171,-112.9786
Central Valley,Utah,38.6991,-112.0966
Columbia,Utah,39.5169,-110.3827
Minersville,Utah,38.2333,-112.9603
Fremont,Utah,38.4555,-111.6149
Harrisville,Utah,41.2854,-111.9860
North Salt Lake,Utah,40.8439,-111.9188
Spanish Fork,Utah,40.1100,-111.6407
Oak City,Utah,39.3769,-112.3399
Orem,Utah,40.2988,-111.6990
Penrose,Utah,41.6508,-112.3016
West Valley City,Utah,40.6889,-112.0115
Goshen,Utah,39.9510,-111.9008
Caineville,Utah,38.3330,-111.0188
Enoch,Utah,37.7665,-113.0431
Spanish Valley,Utah,38.4743,-109.4210
Bothwell,Utah,41.7171,-112.2588
Paradise,Utah,41.5678,-111.8330
Teasdale,Utah,38.2852,-111.4725
Tropic,Utah,37.6293,-112.0914
Bridgeland,Utah,40.1630,-110.2343
LaVerkin,Utah,37.2309,-113.2523
Cedar Hills,Utah,40.4135,-111.7530
Clear Creek,Utah,39.6434,-111.1548
Magna,Utah,40.7094,-112.0828
Hooper,Utah,41.1598,-112.2870
Francis,Utah,40.6105,-111.2744
Sugarville,Utah,39.4652,-112.6494
Bluffdale,Utah,40.4743,-111.9383
Kanarraville,Utah,37.5378,-113.1810
Bountiful,Utah,40.8722,-111.8647
Mexican Hat,Utah,37.1731,-109.8731
Big Water,Utah,37.0729,-111.6608
Greenwich,Utah,38.4311,-111.9230
Emory,Utah,41.0488,-111.3044
Mount Pleasant,Utah,39.5406,-111.4560
Saratoga Springs,Utah,40.3421,-111.9134
Richmond,Utah,41.9231,-111.8074
Providence,Utah,41.7030,-111.8122
Laketown,Utah,41.8275,-111.3243
Manila,Utah,40.9922,-109.7210
Wales,Utah,39.4851,-111.6360
Clawson,Utah,39.1390,-111.0935
Vernon,Utah,40.0956,-112.4458
Hyrum,Utah,41.6317,-111.8439
West Bountiful,Utah,40.8983,-111.9080
New Harmony,Utah,37.4803,-113.3097
Cedar Fort,Utah,40.3413,-112.1090
Wallsburg,Utah,40.3874,-111.4206
La Sal,Utah,38.3025,-109.2646
Hinckley,Utah,39.3336,-112.6736
Pine Valley,Utah,37.3904,-113.5061
Snyderville,Utah,40.7042,-111.5438
Lund,Utah,38.0075,-113.4316
Centerville,Utah,40.9284,-111.8848
Marysvale,Utah,38.4384,-112.2545
Hurricane,Utah,37.1497,-113.3526
West Jordan,Utah,40.6024,-112.0008
North Ogden,Utah,41.3124,-111.9586
Ivins,Utah,37.1742,-113.6809
Tooele,Utah,40.5394,-112.3082
Interlaken,Utah,40.5417,-111.4730
Oasis,Utah,39.2923,-112.6290
Holladay,Utah,40.6599,-111.8226
Toquerville,Utah,37.2515,-113.2962
Riverton,Utah,40.5176,-111.9635
Emery,Utah,38.9251,-111.2522
Peoa,Utah,40.7257,-111.3380
Vernal,Utah,40.4517,-109.5379
Erda,Utah,40.6028,-112.3214
Wendover,Utah,40.7240,-114.0250
Logan,Utah,41.7403,-111.8418
Midvale,Utah,40.6148,-111.8928
Pintura,Utah,37.3408,-113.2741
Kenilworth,Utah,39.6803,-110.8145
Monroe,Utah,38.6229,-112.1198
Rush Valley,Utah,40.3613,-112.4506
Sigurd,Utah,38.8509,-111.9673
Lyman,Utah,38.3966,-111.5894
Apple Valley,Utah,37.0810,-113.1034
Scofield,Utah,39.7198,-111.1623
Bennion,Utah,40.6386,-111.9388
Smithfield,Utah,41.8345,-111.8268
American Fork,Utah,40.3815,-111.7935
Benjamin,Utah,40.0945,-111.7388
Spring Glen,Utah,39.6561,-110.8461
Kearns,Utah,40.6520,-112.0093
Westwater,Utah,39.0783,-109.1123
Monticello,Utah,37.8684,-109.3384
Cove,Utah,41.9683,-111.7793
Avon,Utah,41.5355,-111.8125
Bluebell,Utah,40.3576,-110.2232
Grantsville,Utah,40.6148,-112.4777
Eureka,Utah,39.9588,-112.1149
Green River,Utah,38.9813,-110.0913
Montezuma Creek,Utah,37.2563,-109.3030
Fairfield,Utah,40.2462,-112.0843
Spring City,Utah,39.4799,-111.4918
Newton,Utah,41.8612,-111.9906
Brian Head,Utah,37.6977,-112.8416
Thompson Springs,Utah,38.9636,-109.7037
Fruitland,Utah,40.2127,-110.8396
Sunnyside,Utah,39.5514,-110.3879
Talmage,Utah,40.3400,-110.4274
Willard,Utah,41.4146,-112.0446
Liberty,Utah,41.3426,-111.8649
Hyde Park,Utah,41.8008,-111.8118
Joseph,Utah,38.6247,-112.2199
Hatch,Utah,37.6494,-112.4345
Halchita,Utah,37.1314,-109.9131
Scipio,Utah,39.2491,-112.1044
Elk Ridge,Utah,40.0099,-111.6775
Junction,Utah,38.2357,-112.2238
Manti,Utah,39.2670,-111.6375
Salt Lake City,Utah,40.7774,-111.9301
Alpine,Utah,40.4621,-111.7728
Corinne,Utah,41.5497,-112.1227
Glenwood,Utah,38.7625,-111.9881
Callao,Utah,39.8977,-113.7086
Fielding,Utah,41.8126,-112.1170
Fountain Green,Utah,39.6281,-111.6413
Clinton,Utah,41.1395,-112.0656
Helper,Utah,39.6898,-110.8596
Orangeville,Utah,39.2309,-111.0592
Layton,Utah,41.0773,-111.9618
Huntington,Utah,39.3301,-110.9628
Howell,Utah,41.7733,-112.4450
Summit Park,Utah,40.7432,-111.5814
Glendale,Utah,37.3342,-112.6035
Fayette,Utah,39.2248,-111.8542
Springville,Utah,40.1638,-111.6206
Delta,Utah,39.3539,-112.5726
Wolf Creek,Utah,41.3253,-111.8288
Maeser,Utah,40.4719,-109.5786
Myton,Utah,40.1933,-110.0625
Rockville,Utah,37.1478,-113.0548
Ophir,Utah,40.3695,-112.2552
Bryce Canyon City,Utah,37.6814,-112.1588
Roosevelt,Utah,40.2932,-110.0037
Summit,Utah,37.8013,-112.9350
Sunset,Utah,41.1392,-112.0285
Escalante,Utah,37.7646,-111.6017
Enterprise,Utah,37.5716,-113.7431
Charleston,Utah,40.4661,-111.4600
West Haven,Utah,41.2082,-112.0538
Sutherland,Utah,39.3895,-112.6400
Uintah,Utah,41.1427,-111.9333
Kamas,Utah,40.6499,-111.2723
Farmington,Utah,40.9846,-111.9065
Mendon,Utah,41.7101,-111.9778
Ephraim,Utah,39.3577,-111.5819
Naples,Utah,40.4318,-109.4913
Alton,Utah,37.4303,-112.5062
Price,Utah,39.6040,-110.8004
White City,Utah,40.5666,-111.8636
Sandy City,Utah,40.5916,-111.8841
Kanosh,Utah,38.8024,-112.4378
Ogden,Utah,41.2281,-111.9677
Abraham,Utah,39.3966,-112.7180
Trenton,Utah,41.9116,-111.9356
Val Verda,Utah,40.8555,-111.8930
Saint George,Utah,37.0769,-113.5771
Kingston,Utah,38.2067,-112.1793
Castle Dale,Utah,39.2218,-111.0230
Wellsville,Utah,41.6223,-111.9430
Cottonwood,Utah,40.6583,-111.8341
Lapoint,Utah,40.4038,-109.7935
Clearfield,Utah,41.1030,-112.0237
Millcreek,Utah,40.6892,-111.8290
Parowan,Utah,37.8326,-112.8296
Union,Utah,40.6205,-111.8722
Sevier,Utah,38.5864,-112.2583
Hoytsville,Utah,40.8754,-111.3846
Panguitch,Utah,37.8248,-112.4364
Gunnison,Utah,39.1570,-111.8135
Independence,Utah,40.4108,-111.2958
Cornish,Utah,41.9717,-111.9565
Highland,Utah,40.4274,-111.7956
Redmond,Utah,39.0058,-111.8671
Washington Terrace,Utah,41.1683,-111.9783
Deweyville,Utah,41.6930,-112.0883
Ibapah,Utah,40.0366,-113.9853
Millville,Utah,41.6856,-111.8217
Kaysville,Utah,41.0290,-111.9455
Midway,Utah,40.5180,-111.4754
Beryl Junction,Utah,37.7009,-113.6535
Eagle Mountain,Utah,40.3137,-112.0114
Cottonwood Heights,Utah,40.6137,-111.8144
Washington,Utah,37.1325,-113.4894
Marion,Utah,40.6813,-111.2828
Leamington,Utah,39.5313,-112.2855
Indianola,Utah,39.8030,-111.4888
Moab,Utah,38.5700,-109.5476
Vineyard,Utah,40.3058,-111.7545
Henefer,Utah,41.0138,-111.4933
Lake Shore,Utah,40.1322,-111.7483
Nibley,Utah,41.6726,-111.8455
River Heights,Utah,41.7219,-111.8195
Taylorsville,Utah,40.6570,-111.9493
Jensen,Utah,40.3695,-109.3556
Aurora,Utah,38.9201,-111.9340
Lehi,Utah,40.4140,-111.8729
Cedar City,Utah,37.6834,-113.0957
Leeds,Utah,37.2373,-113.3471
Dammeron Valley,Utah,37.3042,-113.6658
Brigham City,Utah,41.5034,-112.0454
Paragonah,Utah,37.8853,-112.7707
Bear River City,Utah,41.6124,-112.1250
Sterling,Utah,39.1934,-111.6904
Dutch John,Utah,40.9299,-109.3860
Central,Utah,37.4149,-113.6263
Circleville,Utah,38.1684,-112.2716
Whiterocks,Utah,40.4721,-109.9412
Mount Carmel,Utah,37.2472,-112.6644
Meadow,Utah,38.8863,-112.4073
Beaver,Utah,38.2759,-112.6383
Pleasant View,Utah,41.3249,-112.0010
Loa,Utah,38.4038,-111.6451
Santa Clara,Utah,37.1312,-113.6561
Ouray,Utah,40.0891,-109.6774
Angle,Utah,38.2492,-111.9766
Riverside,Utah,41.8106,-112.1402
Axtell,Utah,39.0552,-111.8219
White Mesa,Utah,37.4596,-109.4600
Fort Duchesne,Utah,40.2811,-109.8770
Portage,Utah,41.9757,-112.2405
Benson,Utah,41.7488,-111.9169
Ballard,Utah,40.2949,-109.9493
Santaquin,Utah,39.9713,-111.7936
Levan,Utah,39.5561,-111.8607
Hamiltons Fort,Utah,37.6194,-113.1508
Fillmore,Utah,38.9641,-112.3389
Tselakai Dezza,Utah,37.2100,-109.6090
Salem,Utah,40.0540,-111.6722
Park City,Utah,40.6459,-111.5038
Cleveland,Utah,39.3494,-110.8555
Palmyra,Utah,40.1469,-111.6974
Oakley,Utah,40.7259,-111.2770
Wanship,Utah,40.8168,-111.4151
Castle Valley,Utah,38.6325,-109.3966
Garden,Utah,41.8866,-111.4327
Halls Crossing,Utah,37.4578,-110.6829
Huntsville,Utah,41.2600,-111.7744
Rocky Ridge,Utah,39.9197,-111.8258
Woodruff,Utah,41.5214,-111.1631
Blanding,Utah,37.6213,-109.5073
Fairview,Utah,39.6302,-111.4368
Bluff,Utah,37.2913,-109.5700
Garden City,Utah,41.9371,-111.4122
Samak,Utah,40.6318,-111.2244
Mapleton,Utah,40.1191,-111.5730
Centerfield,Utah,39.1275,-111.8189
Mountain Home,Utah,40.3991,-110.3885
Grover,Utah,38.2280,-111.3499
Boulder Town,Utah,37.9228,-111.4318
Upalco,Utah,40.2780,-110.2182
Navajo Mountain,Utah,37.0470,-110.7900
Henrieville,Utah,37.5638,-112.0020
Garrison,Utah,38.9344,-114.0330
Hanksville,Utah,38.3724,-110.7138
Clarkston,Utah,41.9204,-112.0503
Heber City,Utah,40.5069,-111.4132
Dugway,Utah,40.2307,-112.7541
Marriott-Slaterville,Utah,41.2625,-112.0369
Randolph,Utah,41.6641,-111.1849
Woodland,Utah,40.5838,-111.2356
Provo,Utah,40.2458,-111.6457
Daniel,Utah,40.4668,-111.4097
Hideout,Utah,40.6430,-111.4007
Saint John,Utah,40.3552,-112.4530
Milford,Utah,38.3945,-113.0123
Burrville,Utah,38.5708,-111.8635
Torrey,Utah,38.3020,-111.4208
Randlett,Utah,40.2267,-109.8308
Newcastle,Utah,37.6629,-113.5643
Mona,Utah,39.8123,-111.8500
Honeyville,Utah,41.6361,-112.0857
Alta,Utah,40.5817,-111.6227
Veyo,Utah,37.3375,-113.6930
Nephi,Utah,39.7072,-111.8322
Copperton,Utah,40.5581,-112.0932
Goshute,Utah,39.8761,-114.0000
Elmo,Utah,39.3876,-110.8156
Grouse Creek,Utah,41.7094,-113.8833
Mountain Green,Utah,41.1475,-111.7901
Echo,Utah,40.9803,-111.4393
North Logan,Utah,41.7759,-111.8066
South Salt Lake,Utah,40.7056,-111.8987
Perry,Utah,41.4648,-112.0401
Amalga,Utah,41.8565,-111.8974
Bonanza,Utah,40.0304,-109.1883
Standrod,Utah,41.9938,-113.4192
Woodland Hills,Utah,40.0132,-111.6558
Plain City,Utah,41.3069,-112.0878
Holden,Utah,39.1002,-112.2705
Draper,Utah,40.4956,-111.8607
Coalville,Utah,40.9152,-111.3942
Annabella,Utah,38.7060,-112.0585
Syracuse,Utah,41.0871,-112.0698
Fruita,Utah,38.2855,-111.2468
Eden,Utah,41.3023,-111.8085
Adamsville,Utah,38.2583,-112.7938
Moroni,Utah,39.5270,-111.5831
Manderfield,Utah,38.3594,-112.6388
Tremonton,Utah,41.7188,-112.1890
Genola,Utah,40.0117,-111.8464
West Point,Utah,41.1221,-112.0995
Cannonville,Utah,37.5688,-112.0531
Spring Lake,Utah,40.0054,-111.7474
Roy,Utah,41.1716,-112.0479
Farr West,Utah,41.3015,-112.0318
Antimony,Utah,38.1030,-111.9823
Salina,Utah,38.9365,-111.8666
Greenville,Utah,38.2544,-112.7124
Bryce Canyon,Utah,37.6283,-112.1677
Fruit Heights,Utah,41.0277,-111.9081
Orderville,Utah,37.2540,-112.6574
Richfield,Utah,38.7628,-112.0927
Pleasant Grove,Utah,40.3714,-111.7411
Timber Lakes,Utah,40.4733,-111.2533
Ferron,Utah,39.0914,-111.1336
Woods Cross,Utah,40.8731,-111.9170
Mantua,Utah,41.5006,-111.9344
Tabiona,Utah,40.3544,-110.7096
Koosharem,Utah,38.5135,-111.8822
South Willard,Utah,41.3583,-112.0408
West Mountain,Utah,40.0654,-111.7868
Porterville,Utah,40.9813,-111.6783
Bicknell,Utah,38.3407,-111.5441
Lewiston,Utah,41.9615,-111.8796
Lindon,Utah,40.3414,-111.7188
Stockton,Utah,40.4496,-112.3672
Herriman,Utah,40.4890,-112.0153
Murray,Utah,40.6498,-111.8875
Thatcher,Utah,41.6815,-112.3201
Flowell,Utah,38.9791,-112.4286
Carbonville,Utah,39.6272,-110.8337
Lynndyl,Utah,39.5085,-112.3933
Springdale,Utah,37.1816,-113.0048
Deseret,Utah,39.2876,-112.6511
Gunlock,Utah,37.2861,-113.7633
Virgin,Utah,37.2082,-113.2086
Altamont,Utah,40.3586,-110.2886
Granite,Utah,40.5714,-111.7954
Aneth,Utah,37.2050,-109.1623
Garland,Utah,41.7363,-112.1629
South Jordan,Utah,40.5571,-111.9783
Elsinore,Utah,38.6834,-112.1488
Milburn,Utah,39.7041,-111.4249
Hanna,Utah,40.4041,-110.7652
Wellington,Utah,39.5358,-110.7344
Payson,Utah,40.0352,-111.7409
Plymouth,Utah,41.8752,-112.1431
Duchesne,Utah,40.1753,-110.3940
Morgan,Utah,41.0414,-111.6802
Neola,Utah,40.4343,-110.0309
Riverdale,Utah,41.1734,-112.0024
Kanab,Utah,37.0262,-112.5219
Mayfield,Utah,39.1192,-111.7077
Elwood,Utah,41.6759,-112.1376
South Weber,Utah,41.1334,-111.9393
Snowville,Utah,41.9728,-112.7164
